0.935858,
0.728304,
0.618329,
0.324861,
0.131439,
0.107422,
0.0212457,
0.122033,
0.051386,
0.0495638,
0.082748,
0.0582402,
0.0780789,
0.0341042,
0.0594337,
0.0175211,
0.00280772,
0.0550337,
0.0180233,
0.0128125,
0.189891,
0.0357083,
0.105227,
0.00653139,
0.00348436,
0.0501877,
0.0237136,
0.00669765,
0.00115841,
0.0061043,
0.0107083,
0.00755448,
0.0350103,
0.0172555,
0.0286125,
0.00153319,
0.0127185,
0.00436143,
0.0245835,
0.0210352,
0.0519435,
0.00162414,
0.0221096,
0.022608,
0.00745089,
0.0399171,
0.00110525,
0.0185975,
0.0141955,
0.0176487,
0.00168236,
0.00423504,
0.110424,
0.0180714,
0.108867,
0.0113352,
0.00879847,
0.0267101,
0.00934098,
0.000958946,
0.0535652,
0.0246584,
0.00131024,
0.0514622,
0.0996295,
0.0778368,
0.027615,
0.00517737,
0.000195907,
0.0235146,
0.0120585,
0.0662484,
0.0200844,
0.00399831,
0.0173991,
0.0196831,
0.00446155,
0.00864592,
0.0176434,
0.0560154,
0.00212082,
0.0361411,
0.000110559,
3.53187e-05,
0.0637895,
0.00956539,
0.000378064,
0.016691,
0.114617,
0.00497355,
0.0329096,
2.41253e-05,
0.00911122,
0.00740115,
0.0170861,
0.00325326,
0.000119486,
1.64637e-06,
0.0336251,
0.0125539,
0.0368186,
0.00128165,
0.000784497,
0.0161546,
0.0953486,
0.00168694,
0.12197,
0.00707923,
0.000166138,
0.00692056,
0.0091052,
0.0449537,
0.0717729,
0.0291977,
4.11201e-05,
0.0404635,
0.0114272,
0.17627,
0.202893,
0.019416,
0.0151188,
0.0012648,
0.0114228,
0.0157741,
2.15898e-06,
0.090263,
2.61385e-05,
0.0464712,
0.00900361,
0.000314695,
0.0260793,
0.00521387,
0.0626242,
0.0437706,
0.00139968,
0.147529,
0.0043091,
0.285017,
0.0204993,
0.0231481,
0.00192497,
0.00305187,
0.0122176,
0.0520254,
0.000910292,
0.00314873,
0.0389502,
0.0249631,
0.0132772,
0.0327988,
0.00981461,
9.42115e-05,
0.0428959,
0.05894,
0.0753152,
0.0748152,
0.17874,
0.00505886,
0.0255468,
0.0139299,
0.00992534,
0.00314354,
0.0281126,
0.0454506,
0.00206038,
0.00173575,
0.0424695,
0.0509062,
0.0945587,
0.107465,
0.0185592,
0.00932612,
0.0194054,
0.00231743,
0.195179,
0.00592329,
0.0163839,
0.00256616,
0.00187204,
0.0019267,
0.0658667,
0.00464042,
0.0343892,
5.5694e-05,
0.00485437,
0.000533764,
0.00686406,
0.0214659,
5.50763e-07,
0.103146,
0.0481206,
0.0628694,
0.00124454,
0.178509,
0.0509045,
0.333183,
0.00898579,
0.220921,
0.000883187,
0.000332371,
0.129867,
0.0427931,
0.0414055,
0.0168891,
0.00193037,
0.000210338,
0.0211515,
0.00362221,
0.001402,
0.000232343,
0.0345473,
0.00674197,
0.0002648,
2.25036e-06,
0.00165782,
0.00213101,
0.0214652,
0.159776,
0.0114738,
0.165982,
0.0193432,
0.000303796,
0.000761783,
0.159477,
0.000271647,
0.0154408,
1.92411e-06,
0.0161427,
0.0404387,
0.0270759,
0.0121774,
0.00474922,
1.34565e-05,
0.017497,
0.0149063,
0.0043264,
0.0173714,
0.0818036,
0.159181,
0.00316963,
0.0862833,
-8.82148e-08,
-1.19209e-07,
0.0211416,
1.57963e-06,
0.16177,
0.0206286,
5.45935e-05,
0.00123591,
0.16402,
0.0116097,
0.000404464,
4.85197e-07,
0.202561,
0.00588497,
0.00122168,
0.0127497,
0.058217,
0.00309862,
0.00534107,
0.0115082,
0.00149975,
0.173409,
3.38953e-05,
0.017494,
0.0260379,
0.0258194,
0.0407926,
0.00733505,
0.140339,
8.72682e-06,
0.0496133,
0.00313702,
0.0151454,
0.0272276,
0.020831,
0.0139406,
0.0190624,
4.43466e-07,
0.082053,
0.0218214,
0.00425981,
0.122556,
0.161336,
0.0101393,
0.000706268,
0.0331653,
-1.07288e-07,
0.000644806,
-1.16825e-07,
0.0605381,
0.000938019,
0.0458133,
0.00153604,
0.0528645,
0.0474688,
8.30574e-06,
0.00963924,
0.031632,
0.000474743,
0.0116607,
0.0779457,
0.0547198,
-1.19209e-07,
0.161181,
0.323762,
0.00203938,
0.204063,
0.154578,
0.210143,
0.000101205,
0.00165886,
0.0193059,
0.0385441,
0.0164674,
0.00098509,
0.0901715,
0.0343188,
4.78895e-05,
0.0604044,
0.00799826,
0.0362518,
0.0355415,
-1.66888e-08,
0.201495,
0.0585662,
0.169078,
0.00104316,
0.0554466,
0.00564205,
0.00498784,
0.0238115,
0.0342256,
0.0135751,
-1.13249e-07,
0.0244672,
-1.19209e-07,
0.00924526,
6.91084e-05,
7.85359e-05,
0.0741621,
0.0151893,
0.00413935,
0.00330403,
0.0088302,
1.97611e-06,
0.0191761,
0.00414968,
-1.19209e-07,
0.296814,
3.89237e-05,
0.005096,
0.0723076,
0.144718,
0.0166497,
0.0131819,
0.0248181,
3.45364e-05,
0.0805843,
0.00241412,
0.273232,
0.123185,
0.00278283,
0.163955,
0.000747989,
0.0221371,
0.0175522,
0.114447,
0.0121239,
1.18747e-05,
0.0962772,
0.027887,
0.0190162,
-1.18017e-07,
0.0447849,
0.248869,
0.0132835,
0.000774292,
0.0149866,
0.161644,
0.134514,
0.0313084,
0.00124518,
0.0087318,
0.000114578,
0.320326,
-1.03712e-07,
0.000772162,
7.62829e-05,
0.00770404,
0.0561251,
-1.19209e-07,
0.0943104,
0.189431,
0.00231649,
0.00231564,
7.74879e-08,
0.119111,
0.00955179,
-1.07288e-07,
-1.16825e-07,
0.16159,
0.131676,
0.0710118,
0.0879036,
0.100466,
3.30183e-06,
1.06218e-06,
0.0139538,
0.0264699,
0.0709691,
-1.19209e-07,
0.00811426,
0.00122421,
0.0833175,
0.000839382,
0.199849,
0.0134827,
0.00275369,
5.94718e-05,
0.0165627,
0.0114281,
0.00218264,
0.161722,
6.99533e-06,
0.163071,
0.00890661,
0.0310322,
0.00400971,
0.0450399,
0.0600381,
0.00100803,
3.91624e-06,
0.0187193,
0.12646,
0.00234907,
0.0126846,
0.0136988,
0.00955539,
0.117647,
0.0226445,
1.49662e-05,
0.0113028,
0.0104624,
0.00103238,
0.000323703,
1.59636e-06,
0.00754713,
0.0812165,
-1.19209e-07,
0.000222425,
0.00151731,
0.0151391,
4.26559e-06,
0.00777928,
0.154604,
0.184528,
0.00927442,
0.161269,
0.0125924,
0.0142884,
0.239888,
0.341461,
-1.19209e-07,
0.160949,
0.00779458,
0.014307,
0.0218123,
0.000375142,
5.36463e-07,
7.7558e-05,
0.0224835,
1.27557e-07,
0.165827,
0.111204,
4.10586e-06,
0.00698386,
0.240528,
0.0137826,
0.0139386,
0.0434573,
1.19212e-07,
0.234958,
0.0276399,
0.00210911,
-1.18017e-07,
5.42129e-05,
0.16421,
0.134501,
0.167535,
0.00249393,
0.00572512,
1.20087e-05,
0.322362,
0.00592716,
0.0120351,
0.0346667,
0.024741,
0.00346603,
0.00910312,
0.00691519,
0.0948907,
2.34689e-06,
-1.19209e-07,
-1.19209e-07,
7.26009e-07,
0.0856968,
0.00208571,
0.161181,
0.197928,
0.171509,
-1.19209e-07,
0.161582,
-1.19209e-07,
3.92173e-06,
7.57613e-05,
-1.19209e-07,
0.161431,
5.89113e-05,
0.000843528,
0.213719,
0.323088,
0.16143,
0.000312682,
0.00700809,
0.000689798,
1.65108e-05,
-1.13249e-07,
0.161181,
6.19905e-08,
0.0114644,
0.00465456,
-1.19209e-07,
0.000561932,
0.161206,
0.00189308,
1.35552e-06,
0.0523023,
-1.19209e-07,
0.00252629,
0.0400325,
0.166937,
0.00930205,
0.0125013,
0.0295803,
0.00287915,
0.00159639,
0.00777659,
0.00820229,
0.0404754,
0.00132123,
0.0764037,
0.00688586,
0.000374692,
0.000430502,
0.169281,
0.00548283,
0.00928116,
0.0496395,
0.024906,
0.000966669,
0.320436,
0.0033322,
0.0791945,
0.184873,
0.00135081,
0.161181,
1.95966e-05,
0.00743188,
0.164962,
0.0181673,
0.162252,
0.000655763,
-3.0994e-08,
0.0129738,
0.00152799,
0.00717308,
-1.19209e-07,
0.0591343,
0.160725,
-1.19209e-07,
7.51037e-08,
0.00688382,
0.00217753,
0.0248607,
0.0751983,
0.0146643,
0.011871,
0.143518,
0.01924,
4.07155e-05,
0.000105512,
0.0138594,
0.00513165,
0.00814757,
0.0432252,
-1.03712e-07,
-9.77516e-08,
0.108587,
0.000989352,
0.0884992,
0.00304043,
0.0101591,
0.0519026,
0.0387209,
0.0861243,
0.161181,
0.161407,
0.161182,
-1.19209e-07,
0.17856,
0.0953166,
0.000265173,
1.37139e-05,
0.112258,
-1.19209e-07,
0.161181,
0.0093785,
0.00948989,
9.11971e-07,
0.00010948,
-8.94069e-08,
0.00095875,
-1.19209e-07,
0.223154,
0.000218994,
0.163252,
-1.19209e-07,
0.0490139,
0.155844,
0.157601,
-1.19209e-07,
0.0228256,
0.00565146,
0.0100204,
1.62988e-05,
0.00620851,
-1.15633e-07,
0.0012592,
0.0125851,
0.00393923,
0.00115999,
0.000332167,
0.0796445,
8.86959e-05,
0.161181,
0.010513,
0.00778048,
-1.19209e-07,
0.0218024,
-1.06096e-07,
0.323047,
0.00305698,
2.78956e-07,
7.01516e-05,
0.132281,
0.15421,
0.0234539,
0.000765954,
0.042082,
8.70438e-06,
0.000167205,
0.163279,
0.02467,
0.0438638,
0.00018801,
-6.43729e-08,
0.05272,
0.00971363,
0.000358782,
0.225021,
0.012478,
0.0127545,
0.0172974,
0.000166972,
-1.19209e-07,
0.060399,
0.161924,
3.16316e-06,
0.00029956,
0.00136515,
-1.19209e-07,
-1.0848e-07,
0.00816613,
0.00364236,
7.27446e-05,
0.00198715,
0.0132788,
0.234895,
0.00933224,
0.0084137,
-1.18017e-07,
6.21108e-07,
0.244323,
0.18247,
6.21108e-07,
0.407786,
0.000433934,
0.00718717,
0.0316962,
0.322384,
0.0778751,
0.0112343,
0.175414,
-1.19209e-07,
0.0959622,
0.00913301,
-1.19209e-07,
-1.19209e-07,
3.20683e-07,
0.114911,
0.163124,
0.00580556,
0.0233372,
0.169264,
0.0072742,
-1.10865e-07,
0.00309616,
0.0388235,
0.169798,
0.0524153,
0.0262785,
1.74242e-06,
0.00748321,
0.00573982,
0.174636,
0.0294731,
0.197619,
0.165171,
0.0034606,
0.192365,
-1.19209e-07,
0.000565389,
0.0079417,
0.0741697,
0.0372211,
0.00448336,
0.168315,
0.000191018,
0.382887,
-1.19209e-07,
4.45859e-07,
-1.19209e-07,
0.00450264,
0.00778887,
0.0357445,
0.0114854,
0.00279828,
0.322362,
0.17351,
0.0379352,
7.86576e-06,
0.00501033,
0.0089053,
0.00395721,
0.0799163,
0.126943,
0.0105134,
0.000409888,
0.0331065,
8.37887e-06,
0.0231617,
0.00463873,
0.0578595,
-1.19209e-07,
0.165756,
0.198155,
0.164819,
0.0197429,
0.181034,
0.00027114,
5.62707e-05,
0.00423737,
0.111301,
-1.19209e-07,
-6.67571e-08,
-8.34464e-08,
2.22282e-05,
-1.19209e-07,
-1.19209e-07,
0.161181,
0.296601,
0.000416788,
-1.19209e-07,
0.00334503,
0.000609217,
0.00354643,
-1.19209e-07,
0.0115962,
0.161181,
-1.19209e-07,
-1.18017e-07,
0.00152103,
0.00284527,
2.05362e-06,
0.000100854,
0.00563432,
-9.41753e-08,
0.0156467,
0.0180573,
0.00325211,
0.182965,
3.07248e-05,
0.16118,
6.99177e-06,
0.00998901,
0.0117475,
0.000977455,
0.000116102,
0.00037508,
0.176639,
0.0291519,
0.0485508,
-1.19209e-07,
0.0926395,
0.287739,
1.08483e-07,
-1.19209e-07,
0.0101575,
0.0157325,
0.00632757,
0.00304737,
0.00499583,
0.00435831,
0.118751,
0.168659,
-1.19209e-07,
0.00314191,
-9.77516e-08,
0.00436476,
0.189702,
-1.19209e-07,
0.00282001,
0.0572801,
-1.19209e-07,
0.161181,
8.17046e-06,
-1.19209e-07,
-1.19209e-07,
0.483668,
7.55127e-06,
0.165453,
0.0686433,
0.00385028,
-1.19209e-07,
-1.19209e-07,
-1.19209e-07,
0.171431,
0.1613,
0.0363742,
0.0331779,
0.00989657,
0.0368697,
-1.19209e-07,
0.00595139,
0.000824153,
0.0157963,
0.0297559,
-1.19209e-07,
0.0166192,
0.0207834,
0.0515526,
0.355895,
-1.19209e-07,
0.00448397,
5.37655e-07,
-1.19209e-07,
0.00433007,
0.00828691,
0.0448462,
1.47713e-06,
0.161181,
-1.19209e-07,
0.081314,
0.145838,
0.161182,
0.00161065,
0.161355,
-1.19209e-07,
-1.19209e-07,
-1.19209e-07,
0.247316,
0.452363,
-1.19209e-07,
-1.19209e-07,
-1.19209e-07,
0.0178929,
-1.19209e-07,
0.0150771,
-1.19209e-07,
0.00370061,
0.380984,
-1.19209e-07,
0.0151635,
-1.19209e-07,
0.00830182,
-1.19209e-07,
0.0672497,
0.161181,
0.00545293,
-1.15633e-07,
-1.19209e-07,
-1.19209e-07,
0.162243,
-1.19209e-07,
0.00663234,
-1.19209e-07,
0.154684,
0.0153321,
0.161181,
-1.19209e-07,
-1.19209e-07,
-1.19209e-07,
0.322362,
-1.19209e-07,
0.169492,
0.287824,
-1.00136e-07,
0.0665158,
0.163838,
0.161181,
-1.19209e-07,
-1.19209e-07,
2.04408e-06,
0.00034586,
-1.19209e-07,
-1.19209e-07,
0.0181375,
-1.19209e-07,
0.162355,
0.117032,
1.31139e-08,
0.00130493,
0.322362,
-1.18017e-07,
0.0115383,
-1.19209e-07,
-1.19209e-07,
0.0114006,
0.183721,
-2.62256e-08,
0.161181,
-7.74859e-08,
-1.19209e-07,
0.0276425,
0.00435693,
-1.19209e-07,
-1.19209e-07,
-1.19209e-07,
0.169145,
3.8113e-06,
-1.19209e-07,
-1.19209e-07,
1.07291e-07,
-1.19209e-07,
0.316012,
0.214695,
-1.19209e-07,
0.00760226,
0.161181,
0.161181,
0.161181,
-1.19209e-07,
0.100666,
-1.19209e-07,
-9.41753e-08,
-1.19209e-07,
